Analyzer,Size_Date,Photo_date,Week,Treatment,Temp,pH,Trt_Rep,Photo_Rep,File_name,Juvenile_No,Area,Mean,Min,Max
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,2,BB2_x4_2,12,495,63.295,32,127
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,2,BB2_x4_2,13,2322,74.377,30,127
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,2,BB2_x4_2,14,588,59.281,26,107
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,2,BB2_x4_2,15,1362,70.505,26,138
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,2,BB2_x4_2,16,685,82.25,49,122
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,2,BB2_x4_2,17,1295,58.254,25,143
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,2,BB2_x4_2,18,2981,82.717,32,148
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,2,BB2_x4_2,19,2821,98.993,45,169
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,2,BB2_x4_2,20,586,46.459,23,122
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,2,BB2_x4_2,21,1848,62.51,26,125
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,2,BB2_x4_2,22,1721,99.96,50,166
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,2,BB2_x4_2,23,NA,NA,NA,NA
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,3,BB2_x4_3,1,320,84.184,51,139
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,3,BB2_x4_3,2,1278,83.786,50,144
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,3,BB2_x4_3,3,4325,70.178,32,128
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,3,BB2_x4_3,4,1486,95.752,64,140
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,3,BB2_x4_3,5,2752,86.872,53,149
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,3,BB2_x4_3,6,554,85.866,50,151
ARK,12/27/21,10/19/17,Week3,BB,hot,high,2,3,BB2_x4_3,7,2691,64.733,33,122
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,1,BB3_x4_1,1,505,79.564,38,156
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,1,BB3_x4_1,2,533,100.458,58,175
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,1,BB3_x4_1,3,1073,63.046,33,148
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,1,BB3_x4_1,4,2972,78.942,33,161
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,1,BB3_x4_1,5,5639,83.051,35,151
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,1,BB3_x4_1,6,1119,95.967,49,181
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,1,BB3_x4_1,7,698,84.365,36,171
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,1,BB3_x4_1,8,865,83.545,44,149
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,1,BB3_x4_1,9,3700,83.318,42,149
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,1,BB3_x4_1,10,4159,79.25,38,161
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,2,BB3_x4_2,1,3618,84.832,41,162
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,2,BB3_x4_2,2,3380,84.784,48,156
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,2,BB3_x4_2,3,3287,85.478,42,143
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,3,BB3_x4_3,1,3516,84.599,41,167
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,3,BB3_x4_3,2,1230,75.413,42,152
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,3,BB3_x4_3,3,1469,83.81,41,160
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,3,BB3_x4_3,4,881,75.877,36,154
ARK,12/27/21,10/19/17,Week3,BB,hot,high,3,3,BB3_x4_3,5,3885,94.058,45,168
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,1,BB4_x4_1,1,1263,86.804,46,255
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,1,BB4_x4_1,2,1949,68.617,30,164
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,1,BB4_x4_1,3,2597,78.528,41,155
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,1,BB4_x4_1,4,2102,81.3,45,153
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,1,BB4_x4_1,5,1997,81.125,44,150
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,1,BB4_x4_1,6,2499,84.316,40,164
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,1,BB4_x4_1,7,1470,91.452,51,169
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,1,BB4_x4_1,8,1243,96.849,52,162
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,1,3979,92.134,48,164
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,2,3123,52.069,29,112
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,3,472,64.354,44,109
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,4,873,84.458,48,134
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,5,946,81.198,45,139
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,6,1149,50.936,25,119
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,7,551,49.829,27,88
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,8,285,48.453,34,92
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,9,2295,83.304,37,186
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,10,668,90.639,43,186
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,11,2071,52.301,29,106
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,12,530,94.608,50,178
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,13,1784,67.758,37,155
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,14,2136,73.764,34,191
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,15,2601,83.276,38,179
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,2,BB4_x4_2,16,3209,73.532,33,167
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,1,368,88.283,38,153
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,2,1950,71.982,32,137
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,3,809,56.419,26,130
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,4,751,65.313,26,131
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,5,2451,79.02,40,163
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,6,1600,73.431,37,156
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,7,1607,62.192,35,142
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,8,725,85.952,51,150
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,9,1143,82.251,44,148
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,10,432,99.426,57,176
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,11,744,88.922,49,162
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,12,2173,86.579,46,145
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,13,2061,81.354,40,161
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,14,654,93.509,58,164
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,15,725,92.149,57,159
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,16,524,91.637,54,148
ARK,12/27/21,10/19/17,Week3,BB,hot,high,4,3,BB4_x4_3,17,NA,NA,NA,NA
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,1,BB5_x4_1,1,865,73.31,39,152
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,1,BB5_x4_1,2,603,72.542,44,127
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,1,BB5_x4_1,3,3369,64.58,26,118
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,1,BB5_x4_1,4,2075,76.51,31,133
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,1,BB5_x4_1,5,2418,70.152,40,141
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,1,BB5_x4_1,6,3743,85.535,46,145
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,1,BB5_x4_1,7,3531,70.653,34,130
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,1,BB5_x4_1,8,2862,75.175,39,125
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,2,BB5_x4_2,1,2193,74.557,27,142
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,2,BB5_x4_2,2,2678,77.376,36,131
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,2,BB5_x4_2,3,2283,80.51,32,168
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,2,BB5_x4_2,4,3803,68.806,29,136
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,2,BB5_x4_2,5,1228,76.918,40,124
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,2,BB5_x4_2,6,1280,71.082,36,152
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,2,BB5_x4_2,7,3566,89.018,37,150
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,2,BB5_x4_2,8,389,65.213,37,124
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,3,BB5_x4_3,1,920,57.748,30,135
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,3,BB5_x4_3,2,5306,71.496,29,140
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,3,BB5_x4_3,3,4841,71.379,31,137
ARK,12/27/21,10/19/17,Week3,BB,hot,high,5,3,BB5_x4_3,4,3011,71.422,29,143
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,1,794,86.202,50,145
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,2,569,79.397,42,135
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,3,814,82.405,39,147
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,4,1151,76.888,38,152
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,5,5402,75.378,38,149
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,6,501,63.974,30,134
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,7,496,61.405,37,126
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,8,365,68.164,42,143
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,9,464,66.927,33,161
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,10,487,81.263,38,174
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,11,2786,70.976,35,144
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,12,4352,70.958,30,157
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,13,2056,68.381,29,156
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,14,1423,68.12,27,141
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,15,1663,72.851,27,148
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,16,334,79.967,43,168
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,1,BB6_x4_1,17,565,86.632,55,147
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,1,1401,68.865,34,140
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,2,661,80.466,40,148
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,3,655,68.147,31,125
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,4,2698,69.661,32,154
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,5,2185,75.763,31,157
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,6,826,72.851,37,161
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,7,479,69.691,33,168
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,8,359,79.045,33,133
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,9,709,50.55,26,135
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,10,1038,77.867,42,169
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,11,447,85.982,54,147
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,12,353,75.623,51,157
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,13,442,63.529,40,128
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,14,287,75.679,48,145
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,15,452,83.321,47,139
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,16,320,66.95,43,128
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,17,587,82.315,45,167
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,18,957,82.746,42,182
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,19,869,96.708,55,178
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,20,2472,81.945,33,154
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,21,2111,73.665,35,168
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,22,989,68.831,37,150
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,23,1119,75.566,36,150
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,24,1352,88.052,43,162
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,25,1651,51.009,25,130
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,26,NA,NA,NA,NA
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,27,NA,NA,NA,NA
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,28,NA,NA,NA,NA
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,29,NA,NA,NA,NA
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,2,BB6_x4_2,30,NA,NA,NA,NA
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,1,966,62.344,29,174
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,2,4933,75.097,35,191
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,3,2695,72.698,36,143
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,4,3730,69.609,32,150
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,5,410,78.002,44,129
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,6,1138,73.261,39,141
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,7,822,84.107,42,146
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,8,437,84.476,52,129
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,9,639,83.854,55,143
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,10,2252,74.606,39,111
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,11,3759,75.052,36,136
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,12,1126,74.289,37,145
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,13,805,54.59,30,143
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,14,1574,75.402,34,125
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,15,665,59.684,33,123
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,16,NA,NA,NA,NA
ARK,12/27/21,10/19/17,Week3,BB,hot,high,6,3,BB6_x4_3,17,NA,NA,NA,NA
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,1,BB7_x4_1,1,1183,63.9,35,119
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,1,BB7_x4_1,2,2353,75.173,41,132
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,1,BB7_x4_1,3,2906,66.627,34,147
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,1,BB7_x4_1,4,592,56.257,31,111
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,2,BB7_x4_2,1,996,59.968,35,128
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,2,BB7_x4_2,2,485,95.948,58,147
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,2,BB7_x4_2,3,1199,66.18,35,116
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,2,BB7_x4_2,4,932,61.241,25,135
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,2,BB7_x4_2,5,2188,71.948,34,138
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,3,BB7_x4_3,1,938,45.102,26,128
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,3,BB7_x4_3,2,1883,61.45,34,136
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,3,BB7_x4_3,3,1484,71.931,38,185
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,3,BB7_x4_3,4,802,61.53,28,147
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,3,BB7_x4_3,5,1385,50.43,28,124
ARK,1/19/22,10/19/17,Week3,BB,hot,high,7,3,BB7_x4_3,6,3564,60.752,18,117
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,1,BB8_x4_1,1,480,66.877,41,122
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,1,BB8_x4_1,2,661,55.303,30,125
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,1,BB8_x4_1,3,385,84.808,45,130
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,1,BB8_x4_1,4,2172,72.626,34,142
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,1,BB8_x4_1,5,2809,74.026,31,133
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,1,BB8_x4_1,6,2533,74.11,37,145
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,1,BB8_x4_1,7,388,87.706,52,134
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,1,BB8_x4_1,8,296,96.534,67,139
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,1,BB8_x4_1,9,913,67.212,33,124
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,1,BB8_x4_1,10,369,92.767,53,162
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,1,BB8_x4_1,11,1279,88.142,44,160
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,2,BB8_x4_2,1,798,51.332,28,152
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,2,BB8_x4_2,2,3587,74.957,34,159
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,2,BB8_x4_2,3,3249,73.687,37,166
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,2,BB8_x4_2,4,630,80.297,40,153
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,2,BB8_x4_2,5,3230,82.481,33,181
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,2,BB8_x4_2,6,2517,81.537,33,170
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,2,BB8_x4_2,7,440,100.341,52,159
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,2,BB8_x4_2,8,NA,NA,NA,NA
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,2,BB8_x4_2,9,NA,NA,NA,NA
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,3,BB8_x4_3,1,4209,63.177,30,134
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,3,BB8_x4_3,2,757,49.449,25,115
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,3,BB8_x4_3,3,3246,64.979,25,131
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,3,BB8_x4_3,4,4778,74.163,40,133
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,3,BB8_x4_3,5,2821,76.491,44,147
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,3,BB8_x4_3,6,2715,76.129,40,155
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,3,BB8_x4_3,7,2428,80.274,44,152
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,3,BB8_x4_3,8,1226,80.83,41,160
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,3,BB8_x4_3,9,2209,55.295,28,124
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,3,BB8_x4_3,10,2776,74.194,33,160
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,3,BB8_x4_3,11,450,105.538,63,181
ARK,1/19/22,10/19/17,Week3,BB,hot,high,8,3,BB8_x4_3,12,3019,81.923,33,140
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,1,BB9_x4_1,1,1672,76.093,37,157
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,1,BB9_x4_1,2,337,80.134,43,124
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,1,BB9_x4_1,3,2747,81.17,36,131
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,1,BB9_x4_1,4,3525,68.862,28,150
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,1,BB9_x4_1,5,2902,69.949,34,144
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,1,BB9_x4_1,6,595,66.827,39,147
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,2,BB9_x4_2,1,1550,66.018,26,150
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,2,BB9_x4_2,2,3453,69.404,26,156
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,2,BB9_x4_2,3,568,77.102,47,130
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,2,BB9_x4_2,4,186,79.651,54,134
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,2,BB9_x4_2,5,3888,80.778,39,153
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,2,BB9_x4_2,6,2504,78.12,37,144
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,2,BB9_x4_2,7,2786,79.947,39,163
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,2,BB9_x4_2,8,2966,71.398,35,146
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,2,BB9_x4_2,9,2804,70.714,33,136
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,2,BB9_x4_2,10,NA,NA,NA,NA
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,3,BB9_x4_3,1,535,80.807,50,136
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,3,BB9_x4_3,2,930,80.947,45,155
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,3,BB9_x4_3,3,2926,79.136,38,136
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,3,BB9_x4_3,4,599,70.666,41,135
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,3,BB9_x4_3,5,330,88.948,52,129
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,3,BB9_x4_3,6,508,76.813,46,139
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,3,BB9_x4_3,7,4129,74.599,34,138
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,3,BB9_x4_3,8,1352,79.278,36,128
ARK,1/19/22,10/19/17,Week3,BB,hot,high,9,3,BB9_x4_3,9,1328,75.812,37,150
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,1,BB10_x4_1,1,491,81.914,38,146
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,1,BB10_x4_1,2,592,74.736,37,169
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,1,BB10_x4_1,3,770,74.668,37,161
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,1,BB10_x4_1,4,646,87.224,44,169
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,1,BB10_x4_1,5,800,72.274,32,162
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,1,BB10_x4_1,6,2177,75.735,36,152
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,1,BB10_x4_1,7,830,74.24,36,155
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,1,BB10_x4_1,8,993,60.405,33,157
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,1,BB10_x4_1,9,1733,69.02,35,158
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,1,BB10_x4_1,10,1141,70.88,33,153
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,1,BB10_x4_1,11,1176,69.821,36,169
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,2,BB10_x4_2,1,1077,84.783,42,159
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,2,BB10_x4_2,2,2831,77.711,41,142
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,2,BB10_x4_2,3,594,74.815,39,120
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,2,BB10_x4_2,4,523,86.604,55,161
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,2,BB10_x4_2,5,4782,84.332,42,164
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,2,BB10_x4_2,6,651,95.9,43,148
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,2,BB10_x4_2,7,862,38.703,19,87
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,2,BB10_x4_2,8,2504,67.687,24,134
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,2,BB10_x4_2,9,2464,66.907,25,148
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,2,BB10_x4_2,10,416,54.368,25,118
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,2,BB10_x4_2,11,872,47.705,23,112
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,2,BB10_x4_2,12,1603,70.754,30,123
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,2,BB10_x4_2,13,1421,66.35,28,142
ARK,1/19/22,10/19/17,Week3,BB,hot,high,10,2,BB10_x4_2,14,1300,75.535,25,156
